species	gene_id	transcript_id	protein_id	protein_length	isoform_selection	family	pfam_id	hmm_score	hmm_evalue	domain_score	domain_evalue	domain_start	domain_end	domain_coverage	hmm_domain_count	interpro_signature_id	interpro_id	interpro_description	interpro_supporting_databases	classification_status	reference_release	assembly_accession
triticum_aestivum	TraesCS1A02G020600	TraesCS1A02G020600.1	TraesCS1A02G020600.1	325	canonical	Hsp40	PF00226	41.7	5.3e-10	40.9	9.4e-10	276	324	0.746031746031746	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G042500	TraesCS1A02G042500.1	TraesCS1A02G042500.1.cds1	1190	canonical	Hsp40	PF00226	70.6	5.1e-19	69.5	1.1e-18	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G070300	TraesCS1A02G070300.1	TraesCS1A02G070300.1	339	canonical	Hsp40	PF00226	93.1	5e-26	92.1	1e-25	4	65	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G099300	TraesCS1A02G099300.1	TraesCS1A02G099300.1	350	canonical	Hsp40	PF00226	99.3	5.9e-28	98.5	1e-27	30	91	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G120100	TraesCS1A02G120100.4	TraesCS1A02G120100.4	835	canonical	Hsp70	PF00012	523.9	2.5e-156	521.3	1.5e-155	3	681	0.996661101836394	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G120200	TraesCS1A02G120200.1	TraesCS1A02G120200.1	841	canonical	Hsp70	PF00012	519.0	7.9e-155	515.5	8.8e-154	3	688	0.994991652754591	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G133100	TraesCS1A02G133100.2	TraesCS1A02G133100.2	684	canonical	Hsp70	PF00012	882.5	6.4e-265	882.3	7.4e-265	49	644	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G137300	TraesCS1A02G137300.1	TraesCS1A02G137300.1	216	canonical	Hsp20	PF00011	28.0	1e-05	27.0	2.2e-05	29	102	0.7941176470588235	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G145000	TraesCS1A02G145000.1	TraesCS1A02G145000.1	574	canonical	Hsp60	PF00118	239.4	4e-70	233.8	2e-68	54	555	0.9959100204498977	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G175900	TraesCS1A02G175900.1	TraesCS1A02G175900.1	540	canonical	Hsp40	PF00226	72.0	1.9e-19	70.7	4.7e-19	13	77	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G193300	TraesCS1A02G193300.1	TraesCS1A02G193300.1	2577	canonical	Hsp40	PF00226	43.9	1.1e-10	42.8	2.5e-10	1533	1573	0.6984126984126984	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G205200	TraesCS1A02G205200.1	TraesCS1A02G205200.1	545	canonical	Hsp60	PF00118	512.6	5.9e-153	512.4	6.8e-153	31	536	0.9959100204498977	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G213800	TraesCS1A02G213800.1	TraesCS1A02G213800.1	395	canonical	Hsp60	PF00118	384.7	3.6e-114	384.5	4e-114	40	395	0.7177914110429447	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G223900	TraesCS1A02G223900.1	TraesCS1A02G223900.1	303	canonical	Hsp40	PF00226	52.8	1.9e-13	51.4	5.1e-13	12	79	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G230000	TraesCS1A02G230000.1	TraesCS1A02G230000.1.cds1	366	canonical	Hsp40	PF00226	82.0	1.4e-22	80.9	3.2e-22	106	167	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G234900	TraesCS1A02G234900.1	TraesCS1A02G234900.1	1478	canonical	Hsp40	PF00226	61.8	2.9e-16	37.2	1.4e-08	1332	1365	0.5396825396825397	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G248900	TraesCS1A02G248900.1	TraesCS1A02G248900.1	263	canonical	Hsp40	PF00226	33.6	1.9e-07	32.9	3e-07	64	118	0.8412698412698413	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G251500	TraesCS1A02G251500.1	TraesCS1A02G251500.1	273	canonical	Hsp40	PF00226	45.4	3.8e-11	44.5	7.3e-11	223	269	0.7142857142857143	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G267600	TraesCS1A02G267600.1	TraesCS1A02G267600.1	327	canonical	Hsp40	PF00226	62.1	2.4e-16	61.3	4e-16	8	67	0.9206349206349206	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G285000	TraesCS1A02G285000.2	TraesCS1A02G285000.2	648	canonical	Hsp70	PF00012	872.4	7.6e-262	872.2	8.6e-262	8	617	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G295600	TraesCS1A02G295600.1	TraesCS1A02G295600.1	683	canonical	Hsp70	PF00012	908.9	6.8e-273	908.7	7.7e-273	55	648	0.996661101836394	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G319600	TraesCS1A02G319600.1	TraesCS1A02G319600.1	186	canonical	Hsp20	PF00011	37.9	8.8e-09	37.4	1.2e-08	87	183	0.9117647058823529	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G340100	TraesCS1A02G340100.1	TraesCS1A02G340100.1	918	canonical	Hsp100	PF02861	94.9	2.4e-26	94.9	2.4e-26	5	131	0.9920634920634921	1	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G349900	TraesCS1A02G349900.2	TraesCS1A02G349900.2	349	canonical	Hsp40	PF00226	68.4	2.4e-18	67.6	4.4e-18	83	145	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G350400	TraesCS1A02G350400.2	TraesCS1A02G350400.2	443	canonical	HSF	PF00447	102.6	7.8e-29	101.8	1.4e-28	25	114	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G361400	TraesCS1A02G361400.1	TraesCS1A02G361400.1	579	canonical	Hsp60	PF00118	238.1	1e-69	233.0	3.7e-68	58	547	0.9713701431492843	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G366400	TraesCS1A02G366400.1	TraesCS1A02G366400.1	321	canonical	Hsp40	PF00226	86.3	6.4e-24	85.2	1.4e-23	7	68	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G375600	TraesCS1A02G375600.2	TraesCS1A02G375600.2	368	canonical	HSF	PF00447	102.7	7.5e-29	101.7	1.5e-28	52	141	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G393800	TraesCS1A02G393800.1	TraesCS1A02G393800.1	314	canonical	Hsp40	PF00226	40.2	1.6e-09	38.5	5.3e-09	6	61	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G395300	TraesCS1A02G395300.1	TraesCS1A02G395300.1	372	canonical	Hsp40	PF00226	99.0	6.9e-28	98.3	1.2e-27	4	67	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G420500	TraesCS1A02G420500.1	TraesCS1A02G420500.1.cds1	662	canonical	Hsp40	PF00226	60.7	6.5e-16	58.8	2.6e-15	98	177	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1A02G437300	TraesCS1A02G437300.1	TraesCS1A02G437300.1.cds1	322	canonical	Hsp20	PF00011	34.9	7.3e-08	33.4	2.1e-07	26	107	0.8725490196078431	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G024600	TraesCS1B02G024600.1	TraesCS1B02G024600.1	233	canonical	Hsp40	PF00226	40.8	1e-09	39.9	2e-09	184	232	0.746031746031746	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G054900	TraesCS1B02G054900.1	TraesCS1B02G054900.1.cds1	1192	canonical	Hsp40	PF00226	70.7	5e-19	69.5	1.1e-18	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G088700	TraesCS1B02G088700.1	TraesCS1B02G088700.1	347	canonical	Hsp40	PF00226	93.0	5.2e-26	92.0	1.1e-25	4	65	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G125100	TraesCS1B02G125100.1	TraesCS1B02G125100.1	350	canonical	Hsp40	PF00226	99.2	6.1e-28	98.5	1e-27	30	91	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G139500	TraesCS1B02G139500.1	TraesCS1B02G139500.1	832	canonical	Hsp70	PF00012	525.6	7.9e-157	519.0	7.9e-155	3	680	0.996661101836394	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G139600	TraesCS1B02G139600.1	TraesCS1B02G139600.1	842	canonical	Hsp70	PF00012	520.9	2e-155	517.8	1.7e-154	3	688	0.994991652754591	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G151300	TraesCS1B02G151300.1	TraesCS1B02G151300.1	686	canonical	Hsp70	PF00012	880.1	3.5e-264	879.9	4e-264	49	644	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G155800	TraesCS1B02G155800.1	TraesCS1B02G155800.1	218	canonical	Hsp20	PF00011	28.1	9.7e-06	27.2	1.8e-05	26	100	0.803921568627451	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G155900	TraesCS1B02G155900.1	TraesCS1B02G155900.1	198	canonical	Hsp20	PF00011	42.4	3.6e-10	41.4	6.9e-10	56	132	0.8235294117647058	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G162300	TraesCS1B02G162300.1	TraesCS1B02G162300.1	574	canonical	Hsp60	PF00118	239.4	4e-70	233.8	2e-68	54	555	0.9959100204498977	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G163400	TraesCS1B02G163400.2	TraesCS1B02G163400.2	652	canonical	Hsp70	PF00012	355.0	3.4e-105	352.0	2.8e-104	33	630	0.988313856427379	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G204300	TraesCS1B02G204300.1	TraesCS1B02G204300.1	540	canonical	Hsp40	PF00226	71.9	2e-19	70.6	5.1e-19	13	77	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G206700	TraesCS1B02G206700.1	TraesCS1B02G206700.1	248	canonical	Hsp70	PF00012	99.7	7.1e-28	99.6	7.8e-28	1	123	0.20868113522537562	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G208100	TraesCS1B02G208100.1	TraesCS1B02G208100.1	2576	canonical	Hsp40	PF00226	43.9	1.1e-10	42.8	2.5e-10	1532	1572	0.6984126984126984	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G218800	TraesCS1B02G218800.1	TraesCS1B02G218800.1	472	canonical	Hsp60	PF00118	467.1	3.6e-139	467.0	4.1e-139	31	472	0.8813905930470347	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G227600	TraesCS1B02G227600.1	TraesCS1B02G227600.1	535	canonical	Hsp60	PF00118	543.4	2.7e-162	543.3	3e-162	40	531	0.9938650306748467	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G237200	TraesCS1B02G237200.2	TraesCS1B02G237200.2	303	canonical	Hsp40	PF00226	54.0	8.1e-14	52.6	2.2e-13	12	79	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G244100	TraesCS1B02G244100.1	TraesCS1B02G244100.1.cds1	366	canonical	Hsp40	PF00226	82.0	1.5e-22	80.9	3.2e-22	106	167	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G248800	TraesCS1B02G248800.2	TraesCS1B02G248800.2	1480	canonical	Hsp40	PF00226	61.8	3e-16	37.2	1.4e-08	1334	1367	0.5396825396825397	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G259600	TraesCS1B02G259600.1	TraesCS1B02G259600.1	263	canonical	Hsp40	PF00226	37.1	1.5e-08	36.4	2.5e-08	64	120	0.873015873015873	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G262100	TraesCS1B02G262100.2	TraesCS1B02G262100.2	258	canonical	Hsp40	PF00226	45.6	3.3e-11	44.6	6.6e-11	208	254	0.7142857142857143	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G278300	TraesCS1B02G278300.1	TraesCS1B02G278300.1	327	canonical	Hsp40	PF00226	62.0	2.5e-16	61.3	4e-16	8	67	0.9206349206349206	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G294300	TraesCS1B02G294300.1	TraesCS1B02G294300.1	648	canonical	Hsp70	PF00012	872.2	8.6e-262	872.0	9.8e-262	8	617	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G331900	TraesCS1B02G331900.1	TraesCS1B02G331900.1	186	canonical	Hsp20	PF00011	38.0	8e-09	37.6	1.1e-08	87	183	0.9117647058823529	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G333200	TraesCS1B02G333200.1	TraesCS1B02G333200.1.cds1	200	canonical	Hsp70	PF00012	289.9	1.8e-85	289.7	2.1e-85	1	189	0.3088480801335559	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G352400	TraesCS1B02G352400.1	TraesCS1B02G352400.1	917	canonical	Hsp100	PF02861	95.1	2.1e-26	95.1	2.1e-26	5	131	0.9920634920634921	1	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G364200	TraesCS1B02G364200.2	TraesCS1B02G364200.2	349	canonical	Hsp40	PF00226	68.4	2.5e-18	67.6	4.4e-18	83	145	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G378000	TraesCS1B02G378000.1	TraesCS1B02G378000.1	583	canonical	Hsp60	PF00118	237.1	2e-69	231.9	7.4e-68	62	551	0.9713701431492843	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G384100	TraesCS1B02G384100.1	TraesCS1B02G384100.1	339	canonical	Hsp40	PF00226	87.8	2.2e-24	86.7	5e-24	7	68	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G396000	TraesCS1B02G396000.1	TraesCS1B02G396000.1	358	canonical	HSF	PF00447	102.4	9.3e-29	101.5	1.8e-28	48	137	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G423600	TraesCS1B02G423600.1	TraesCS1B02G423600.1	378	canonical	Hsp40	PF00226	99.0	7.1e-28	98.3	1.2e-27	4	67	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G451500	TraesCS1B02G451500.1	TraesCS1B02G451500.1.cds1	662	canonical	Hsp40	PF00226	60.7	6.3e-16	58.8	2.6e-15	98	177	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G471800	TraesCS1B02G471800.1	TraesCS1B02G471800.1.cds1	322	canonical	Hsp20	PF00011	35.3	5.5e-08	33.7	1.7e-07	26	106	0.8627450980392157	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G471900	TraesCS1B02G471900.1	TraesCS1B02G471900.1	261	canonical	Hsp20	PF00011	32.3	5e-07	27.9	1.1e-05	25	100	0.8725490196078431	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1B02G473700	TraesCS1B02G473700.1	TraesCS1B02G473700.1.cds1	285	canonical	Hsp20	PF00011	31.6	8e-07	27.3	1.7e-05	31	108	0.8921568627450981	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1D02G004800	TraesCS1D02G004800.1	TraesCS1D02G004800.1	456	canonical	Hsp40	PF00226	80.6	4e-22	79.0	1.3e-21	7	68	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1D02G020100	TraesCS1D02G020100.1	TraesCS1D02G020100.1	232	canonical	Hsp40	PF00226	42.4	3.2e-10	41.6	6e-10	183	231	0.746031746031746	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1D02G042900	TraesCS1D02G042900.1	TraesCS1D02G042900.1.cds1	1192	canonical	Hsp40	PF00226	71.8	2.2e-19	70.8	4.6e-19	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1D02G072800	TraesCS1D02G072800.1	TraesCS1D02G072800.1	344	canonical	Hsp40	PF00226	93.0	5.2e-26	92.1	1e-25	4	65	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1D02G107200	TraesCS1D02G107200.1	TraesCS1D02G107200.1	350	canonical	Hsp40	PF00226	99.2	6e-28	98.5	1e-27	30	91	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1D02G121000	TraesCS1D02G121000.1	TraesCS1D02G121000.1	835	canonical	Hsp70	PF00012	524.3	2e-156	522.2	8.7e-156	3	681	0.996661101836394	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_900519105.1
triticum_aestivum	TraesCS1D02G121200	TraesCS1D02G121200.3	TraesCS1D02G121200.3	842	canonical	Hsp70	PF00012	520.2	3.3e-155	517.8	1.8e-154	3	688	0.994991652754591	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_900519105.1
